author;id_publication
Mark Allen Weiss;reference/wiley/Weiss08
Jiming Liu 0001;reference/wiley/LiuJT08
Xiaolong Jin;reference/wiley/LiuJT08
Kwok Ching Tsui;reference/wiley/LiuJT08
George C. Polyzos;reference/wiley/PolyzosX08
George Xylomenos;reference/wiley/PolyzosX08
Swapna S. Gokhale;reference/wiley/Gokhale08
Ruifeng Xu;reference/wiley/XuP08
Sumanta N. Pattanaik;reference/wiley/XuP08
Bernd Burgstaller;reference/wiley/BurgstallerS08
Bernhard Scholz;reference/wiley/BurgstallerS08
Manfred Glesner;reference/wiley/GlesnerMH08
Tudor Murgan;reference/wiley/GlesnerMH08
Thomas Hollstein;reference/wiley/GlesnerMH08
Peter J. Denning;reference/wiley/Denning08j
Xindong Wu 0001;reference/wiley/WuZZ08
Yan Zhang;reference/wiley/WuZZ08
Xingquan Zhu;reference/wiley/WuZZ08
Tatsuya Suda;reference/wiley/Suda08
Daniel Solow;reference/wiley/Solow08
Angela C. Sodan;reference/wiley/Sodan08
Lipo Wang;reference/wiley/WangF08
Xiuju Fu;reference/wiley/WangF08
Clyde W. Holsapple;reference/wiley/Holsapple08
Cyril S. Ku;reference/wiley/Ku08
Johan Brichau;reference/wiley/BrichauCRD08
Ruzanna Chitchyan;reference/wiley/BrichauCRD08
Awais Rashid;reference/wiley/BrichauCRD08
Theo D'Hondt;reference/wiley/BrichauCRD08
Doron A. Peled;reference/wiley/PeledPS08
Patrizio Pelliccione;reference/wiley/PeledPS08
Paola Spoletini;reference/wiley/PeledPS08
Ao Tang;reference/wiley/TangACL08
Lachlan L. H. Andrew;reference/wiley/TangACL08
Mung Chiang;reference/wiley/TangACL08
Steven H. Low;reference/wiley/TangACL08
Peter J. Denning;reference/wiley/DenningT08
Walter F. Tichy;reference/wiley/DenningT08
Klaus-Jürgen Bathe;reference/wiley/Bathe08
Dimitri Kagaris;reference/wiley/KagarisT08
Spyros Tragoudas;reference/wiley/KagarisT08
J. Barrie Thompson;reference/wiley/Thompson08
Yonghuai Liu;reference/wiley/Liu08
Aleksandar Milenkovic;reference/wiley/Milenkovic08
Tor Helleseth;reference/wiley/HellesethK08
Torleiv Kløve;reference/wiley/HellesethK08
Robert J. Schalkoff;reference/wiley/Schalkoff08
Shiao-Li Tsao;reference/wiley/TsaoL08
Yi-Bing Lin;reference/wiley/TsaoL08
Rong Wang;reference/wiley/WangB08
Bir Bhanu;reference/wiley/WangB08
John Linn;reference/wiley/Linn08
Patricia Melin;reference/wiley/MelinC08
Oscar Castillo 0001;reference/wiley/MelinC08
Jaideep Srivastava;reference/wiley/SrivastavaVLHW08
Jamshid A. Vayghan;reference/wiley/SrivastavaVLHW08
Ee-Peng Lim;reference/wiley/SrivastavaVLHW08
San-Yih Hwang;reference/wiley/SrivastavaVLHW08
Jau-Hwang Wang;reference/wiley/SrivastavaVLHW08
Bhaskar DasGupta;reference/wiley/DasGuptaW08
Lusheng Wang;reference/wiley/DasGuptaW08
Chengqi Zhang;reference/wiley/ZhangZ08
Zili Zhang;reference/wiley/ZhangZ08
Jeffrey J. P. Tsai;reference/wiley/TsaiZSJ08
Du Zhang;reference/wiley/TsaiZSJ08
Avinash Sahay;reference/wiley/TsaiZSJ08
Eric Y. T. Juan;reference/wiley/TsaiZSJ08
Heather K. Harton;reference/wiley/HartonSK08
Murali Sitaraman;reference/wiley/HartonSK08
Joan Krone;reference/wiley/HartonSK08
Simon Maskell;reference/wiley/Maskell08
Abdullah Uz Tansel;reference/wiley/Tansel08
Weiyi Meng;reference/wiley/MengH08
Hai He;reference/wiley/MengH08
Gábor Horváth 0001;reference/wiley/Horvath08
Frederick W. B. Li;reference/wiley/Li08a
Rashid Ansari;reference/wiley/AnsariCR08
Cheng Chang;reference/wiley/AnsariCR08
William D. Reynolds Jr.;reference/wiley/AnsariCR08
Radu Prodan;reference/wiley/Prodan08
Adam M. Johansen;reference/wiley/Johansen08
Peter J. Denning;reference/wiley/Denning08f
Olaf Chitil;reference/wiley/Chitil08
Jichiang Tsai;reference/wiley/TsaiW08
Yi-Min Wang;reference/wiley/TsaiW08
Jay Smith;reference/wiley/SmithSM08
Howard Jay Siegel;reference/wiley/SmithSM08
Anthony A. Maciejewski;reference/wiley/SmithSM08
Davide Ciucci;reference/wiley/CiucciC08
Gianpiero Cattaneo;reference/wiley/CiucciC08
Norbert Mundorf;reference/wiley/MundorfK08
Lutz M. Kolbe;reference/wiley/MundorfK08
Alastair R. Beresford;reference/wiley/BeresfordS08
David J. Scott;reference/wiley/BeresfordS08
Appa Rao Korukonda;reference/wiley/Korukonda08
Jonathan Katz;reference/wiley/Katz08
Diana K. Byrne;reference/wiley/Byrne08
Casimer M. DeCusatis;reference/wiley/DeCusatis08
Qingping Lin;reference/wiley/LinZ08a
Liang Zhang 0024;reference/wiley/LinZ08a
Dan Zhang 0006;reference/wiley/ZhangBG08
Zhuming Bi;reference/wiley/ZhangBG08
Zhen Gao;reference/wiley/ZhangBG08
Marc M. Van Hulle;reference/wiley/Hulle08
Shih-Lien Lu;reference/wiley/LuR08
Ravichandran Ramachandran;reference/wiley/LuR08
Robin Abraham;reference/wiley/AbrahamBE08
Margaret M. Burnett;reference/wiley/AbrahamBE08
Martin Erwig;reference/wiley/AbrahamBE08
Thomas R. Jefferson;reference/wiley/JeffersonS08
Carlton H. Scott;reference/wiley/JeffersonS08
Alexandra Stadler;reference/wiley/StadlerL08
Haik Lorenz;reference/wiley/StadlerL08
Peter J. Denning;reference/wiley/Denning08i
Magdi N. Kamel;reference/wiley/Kamel08
Charles P. Satterthwaite;reference/wiley/Satterthwaite08
Andrea Kienle;reference/wiley/Kienle08
James Johnson;reference/wiley/Johnson08
Simone Smorfa;reference/wiley/SmorfaOM08
Mauro Olivieri;reference/wiley/SmorfaOM08
Roberto Mancuso;reference/wiley/SmorfaOM08
Jaroslav Krivánek;reference/wiley/KrivanekP08
Sumanta N. Pattanaik;reference/wiley/KrivanekP08
David B. Leake;reference/wiley/LeakeR08
Thomas Reichherzer;reference/wiley/LeakeR08
Lawrence Snyder;reference/wiley/Snyder08
Sabrina De Capitani di Vimercati;reference/wiley/VimercatiSJ08
Pierangela Samarati;reference/wiley/VimercatiSJ08
Sushil Jajodia;reference/wiley/VimercatiSJ08
Tatsuya Akutsu;reference/wiley/Akutsu08
Issam W. Damaj;reference/wiley/Damaj08
Lihong Zhang;reference/wiley/Zhang08a
Howard Eisner;reference/wiley/Eisner08
Eric Allender;reference/wiley/Allender08
Jeffrey J. Evans;reference/wiley/Evans08
Juho Kannala;reference/wiley/KannalaHB08
Janne Heikkilä;reference/wiley/KannalaHB08
Sami S. Brandt;reference/wiley/KannalaHB08
Xiaocong Fan;reference/wiley/Fan08
Krishna M. Kavi;reference/wiley/KaviAH08
Robert Akl;reference/wiley/KaviAH08
Ali R. Hurson;reference/wiley/KaviAH08
Robert R. McLeod;reference/wiley/McLeod08
Ning Zhong 0001;reference/wiley/ZhongLY08
Jiming Liu 0001;reference/wiley/ZhongLY08
Yiyu Yao;reference/wiley/ZhongLY08
Chang Nian Zhang;reference/wiley/ZhangL08
Xiao Wei Liu;reference/wiley/ZhangL08
Andrew D. McGettrick;reference/wiley/McGettrick08
Barbara M. Chapman;reference/wiley/ChapmanL08
Ernst L. Leiss;reference/wiley/ChapmanL08
Albert Mo Kim Cheng;reference/wiley/Cheng08
Robbert van Renesse;reference/wiley/Renesse08
K. C. Hui;reference/wiley/Hui08b
Chengfei Liu;reference/wiley/LiuZ08
Yanchun Zhang;reference/wiley/LiuZ08
Erik Reinhard;reference/wiley/ReinhardKA08
Erum Arif Khan;reference/wiley/ReinhardKA08
Ahmet Oguz Akyüz;reference/wiley/ReinhardKA08
Tok Wang Ling;reference/wiley/LingL08
Mong-Li Lee;reference/wiley/LingL08
Shu-Heng Chen;reference/wiley/Chen08
Wu-chi Feng;reference/wiley/Feng08
Manoranjan Dash;reference/wiley/DashL08
Huan Liu 0001;reference/wiley/DashL08
Katherine G. Herbert;reference/wiley/HerbertSWPWBHW08
Junilda Spirollari;reference/wiley/HerbertSWPWBHW08
Jason Tsong-Li Wang;reference/wiley/HerbertSWPWBHW08
William H. Piel;reference/wiley/HerbertSWPWBHW08
John D. Westbrook;reference/wiley/HerbertSWPWBHW08
Winona C. Barker;reference/wiley/HerbertSWPWBHW08
Zhang-Zhi Hu;reference/wiley/HerbertSWPWBHW08
Cathy H. Wu;reference/wiley/HerbertSWPWBHW08
Kishor S. Trivedi;reference/wiley/TrivediV08
Kalyanaraman Vaidyanathan;reference/wiley/TrivediV08
Robert H. Walden;reference/wiley/Walden08
Li Yang;reference/wiley/YangK08
Tosiyasu L. Kunii;reference/wiley/YangK08
Lee A. Belfore II;reference/wiley/Belfore08
Lukasz Opyrchal;reference/wiley/OpyrchalP08
Atul Prakash;reference/wiley/OpyrchalP08
Miguel Palomino;reference/wiley/Palomino08
Calin Belta;reference/wiley/Belta08
Seokjoong Hwang;reference/wiley/HwangKK08
Seon Wook Kim;reference/wiley/HwangKK08
Jong-Kook Kim;reference/wiley/HwangKK08
Fei Cao;reference/wiley/CaoGB08
Jeffrey G. Gray;reference/wiley/CaoGB08
Barrett R. Bryant;reference/wiley/CaoGB08
Laung-Terng Wang;reference/wiley/WangSC08
Charles E. Stroud;reference/wiley/WangSC08
Kwang-Ting (Tim) Cheng;reference/wiley/WangSC08
Richard E. Schantz;reference/wiley/SchantzS08
Douglas C. Schmidt;reference/wiley/SchantzS08
Arnab Ray;reference/wiley/Ray08
Ryuichi Oka;reference/wiley/OkaW08
Aizu Wakamatsu;reference/wiley/OkaW08
Florent de Dinechin;reference/wiley/DinechinEMR08
Milos D. Ercegovac;reference/wiley/DinechinEMR08
Jean-Michel Muller;reference/wiley/DinechinEMR08
Nathalie Revol;reference/wiley/DinechinEMR08
Wesley W. Chu;reference/wiley/Chu08
Vishal Anand 0001;reference/wiley/AnandCSXQ08
Xiaojun Cao;reference/wiley/AnandCSXQ08
Sami Sheeshia;reference/wiley/AnandCSXQ08
Chunsheng Xin;reference/wiley/AnandCSXQ08
Chunming Qiao;reference/wiley/AnandCSXQ08
Denise W. Gürer;reference/wiley/GurerLBDHCCGMPWSSCTG08
Jennifer Light;reference/wiley/GurerLBDHCCGMPWSSCTG08
Christina Björkman;reference/wiley/GurerLBDHCCGMPWSSCTG08
Rhian Davies;reference/wiley/GurerLBDHCCGMPWSSCTG08
Mark S. Hancock;reference/wiley/GurerLBDHCCGMPWSSCTG08
Anne Condon;reference/wiley/GurerLBDHCCGMPWSSCTG08
Annemieke Craig;reference/wiley/GurerLBDHCCGMPWSSCTG08
Vashti Galpin;reference/wiley/GurerLBDHCCGMPWSSCTG08
Ursula Martin;reference/wiley/GurerLBDHCCGMPWSSCTG08
Margit Pohl;reference/wiley/GurerLBDHCCGMPWSSCTG08
Sylvia Wiltner;reference/wiley/GurerLBDHCCGMPWSSCTG08
M. Suriya;reference/wiley/GurerLBDHCCGMPWSSCTG08
Ellen Spertus;reference/wiley/GurerLBDHCCGMPWSSCTG08
Joanne McGrath Cohoon;reference/wiley/GurerLBDHCCGMPWSSCTG08
Gloria Childress Townsend;reference/wiley/GurerLBDHCCGMPWSSCTG08
Paula Gabbert;reference/wiley/GurerLBDHCCGMPWSSCTG08
Stephen S. Yau;reference/wiley/YauHGY08
Dazhi Huang;reference/wiley/YauHGY08
Wei Gao;reference/wiley/YauHGY08
Yin Yin;reference/wiley/YauHGY08
Christos Douligeris;reference/wiley/Douligeris08
Zahari Zlatev;reference/wiley/Zlatev08
Earl E. Swartzlander Jr.;reference/wiley/Swartzlander08
Lei Guo 0004;reference/wiley/GuoZ08
Xiaodong Zhang 0001;reference/wiley/GuoZ08
Sandor Dembitz;reference/wiley/DembitzGR08
Gordan Gledec;reference/wiley/DembitzGR08
Mirko Randic;reference/wiley/DembitzGR08
Stefano Rizzi;reference/wiley/Rizzi08
Torsten Kempf;reference/wiley/KempfKG08
Kingshuk Karuri;reference/wiley/KempfKG08
Lei Gao;reference/wiley/KempfKG08
Robert J. Inkol;reference/wiley/Inkol08
Philip T. Cox;reference/wiley/Cox08a
Donald J. Bagert;reference/wiley/Bagert08
Xia Cai;reference/wiley/Cai08
Qingping Lin;reference/wiley/LinZ08b
Liang Zhang 0024;reference/wiley/LinZ08b
Victor L. Winter;reference/wiley/Winter08
Jungme Park;reference/wiley/ParkM08
Yi Lu Murphey;reference/wiley/ParkM08
Benedita Malheiro;reference/wiley/Malheiro08
Elisa Bertino;reference/wiley/BertinoG08
Giovanna Guerrini;reference/wiley/BertinoG08
Michael Jurczyk;reference/wiley/JurczykSS08
Howard Jay Siegel;reference/wiley/JurczykSS08
Craig B. Stunkel;reference/wiley/JurczykSS08
Vojin G. Oklobdzija;reference/wiley/Oklobdzija08
Taku Komura;reference/wiley/Komura08
Roshanak Roshandel;reference/wiley/Roshandel08
Henk Barendregt;reference/wiley/Barendregt08
David Garlan;reference/wiley/Garlan08
David A. Cox 0001;reference/wiley/Cox08
Rajesh Aggarwal;reference/wiley/Aggarwal08
Peter J. Denning;reference/wiley/Denning08c
Naeem Seliya;reference/wiley/SeliyaK08
Taghi M. Khoshgoftaar;reference/wiley/SeliyaK08
Shuntaro Yamazaki;reference/wiley/Yamazaki08
Masahiro Ohka;reference/wiley/Ohka08
Jürg Kohlas;reference/wiley/KohlasPS08
Marc Pouly;reference/wiley/KohlasPS08
Cesar Schneuwly;reference/wiley/KohlasPS08
Michel Rennes;reference/wiley/Rennes08
Anthony M. Sloane;reference/wiley/Sloane08
Andrea Salgian;reference/wiley/Salgian08
Luca Sterpone;reference/wiley/Sterpone08
Li Zhang;reference/wiley/ZhangP08
Manish Parashar;reference/wiley/ZhangP08
Bart Everett;reference/wiley/Everett08
John-Jules Ch. Meyer;reference/wiley/Meyer08
C. H. Chen;reference/wiley/Chen08a
Wesley W. Chu;reference/wiley/ChuL08
Shaorong Liu;reference/wiley/ChuL08
Miyoung Shin;reference/wiley/ShinG08
Amrit L. Goel;reference/wiley/ShinG08
Bhavani M. Thuraisingham;reference/wiley/ThuraisinghamPKW08
B. Prabhakaran;reference/wiley/ThuraisinghamPKW08
Latifur Khan;reference/wiley/ThuraisinghamPKW08
Lei Wang 0021;reference/wiley/ThuraisinghamPKW08
Maya B. Gokhale;reference/wiley/GokhaleS08
Judith D. Schlesinger;reference/wiley/GokhaleS08
Peter Scheuermann;reference/wiley/ScheuermannT08
Goce Trajcevski;reference/wiley/ScheuermannT08
Laurie A. Williams;reference/wiley/WilliamsV08
Mladen A. Vouk;reference/wiley/WilliamsV08
Peter J. Denning;reference/wiley/Denning08g
Amr Sabry;reference/wiley/Sabry08
Jing Dong;reference/wiley/DongH08
Jianchao Han;reference/wiley/DongH08
Mohamed Harmada;reference/wiley/Harmada08
Xiaoru Yuan;reference/wiley/YuanNC08
Minh X. Nguyen;reference/wiley/YuanNC08
Baoquan Chen;reference/wiley/YuanNC08
Eric Neufeld;reference/wiley/NeufeldH08
Michael C. Horsch;reference/wiley/NeufeldH08
Frederick W. B. Li;reference/wiley/Li08
Hassan Gomaa;reference/wiley/Gomaa08
Witold Pedrycz;reference/wiley/Pedrycz08
David I. August;reference/wiley/AugustV08
Neil Vachharajani;reference/wiley/AugustV08
Tony Lindeberg;reference/wiley/Lindeberg08
John S. Fitzgerald;reference/wiley/FitzgeraldLV08
Peter Gorm Larsen;reference/wiley/FitzgeraldLV08
Marcel Verhoef;reference/wiley/FitzgeraldLV08
Yunhong Gu;reference/wiley/Gu08
Alper Yilmaz;reference/wiley/Yilmaz08
Nicholas F. Maxemchuk;reference/wiley/Maxemchuk08
Anna Perini;reference/wiley/Perini08
Gita Alaghband;reference/wiley/Alaghband08
Alex M. Andrew;reference/wiley/Andrew08
Keshav Pingali;reference/wiley/Pingali08
James B. Lim;reference/wiley/LimHJ08
Ali R. Hurson;reference/wiley/LimHJ08
Yu Jiao;reference/wiley/LimHJ08
Franklin Mendivil;reference/wiley/Mendivil08
Ron Sun;reference/wiley/SunB08
Selmer Bringsjord;reference/wiley/SunB08
Sridhar Rajagopal;reference/wiley/RajagopalC08
Joseph R. Cavallaro;reference/wiley/RajagopalC08
Luqi;reference/wiley/Luqi08
Tien N. Nguyen;reference/wiley/Nguyen08
Bruria Haberman;reference/wiley/Haberman08
Mariangiola Dezani-Ciancaglini;reference/wiley/Dezani-CiancagliniH08
J. Roger Hindley;reference/wiley/Dezani-CiancagliniH08
Rafael Prikladnicki;reference/wiley/PrikladnickiA08
Jorge Luis Nicolas Audy;reference/wiley/PrikladnickiA08
Zbigniew Stachniak;reference/wiley/Stachniak08
M. Felipe Cátedra;reference/wiley/CatedraGAGL08
Iván González Diego;reference/wiley/CatedraGAGL08
Francisco Saez de Adana;reference/wiley/CatedraGAGL08
Oscar Gutiérrez-Blanco;reference/wiley/CatedraGAGL08
Lorena Lozano;reference/wiley/CatedraGAGL08
Gayle J. Yaverbaum;reference/wiley/YaverbaumR08
Han Reichgelt;reference/wiley/YaverbaumR08
Gregory Kulczycki;reference/wiley/KulczyckiSRY08
Murali Sitaraman;reference/wiley/KulczyckiSRY08
Kimberly Roche;reference/wiley/KulczyckiSRY08
Nighat Yasmin;reference/wiley/KulczyckiSRY08
E. Ertugrul Karsak;reference/wiley/Karsak08
Yi-Hung Wu;reference/wiley/WuC08
Arbee L. P. Chen;reference/wiley/WuC08
Leonard G. C. Hamey;reference/wiley/Hamey08
Peter J. Denning;reference/wiley/Denning08d
Ho Woo Lee;reference/wiley/LeeK08
Santosh Kumar;reference/wiley/LeeK08
Mitsuo Gen;reference/wiley/GenL08
Lin Lin 0008;reference/wiley/GenL08
Josep Domingo-Ferrer;reference/wiley/Domingo-Ferrer08
Sanford Weisberg;reference/wiley/Weisberg08
Manuel Alfonseca;reference/wiley/Alfonseca08
S. Barry Cooper;reference/wiley/Cooper08
Samuel Kounev;reference/wiley/Kounev08
Kendra M. L. Cooper;reference/wiley/Cooper08a
Ashraf A. Kassim;reference/wiley/KassimY08
Pingkun Yan;reference/wiley/KassimY08
Tim Bell;reference/wiley/BellB08
Giovanni M. Bianco;reference/wiley/BellB08
Xian-Sheng Hua 0001;reference/wiley/HuaR08
Yong Rui;reference/wiley/HuaR08
Eduardo Reck Miranda;reference/wiley/Miranda08
Kang Zhang 0001;reference/wiley/ZhangKC08
Jun Kong;reference/wiley/ZhangKC08
Jiannong Cao 0001;reference/wiley/ZhangKC08
David Cope;reference/wiley/Cope08a
George (Taehyung) Wang;reference/wiley/WangSKY08
Phillip C.-Y. Sheu;reference/wiley/WangSKY08
Atsushi Kitazawa;reference/wiley/WangSKY08
Hiroshi Yamaguchi;reference/wiley/WangSKY08
Dianxiang Xu;reference/wiley/Xu08
Rimon Elias;reference/wiley/Elias08
Zdzislaw Pawlak;reference/wiley/PawlakPS08
Lech Polkowski;reference/wiley/PawlakPS08
Andrzej Skowron;reference/wiley/PawlakPS08
Jeffrey M. Voas;reference/wiley/Voas08
Andrew P. Sage;reference/wiley/SageR08
William B. Rouse;reference/wiley/SageR08
Avram Sidi;reference/wiley/Sidi08
Daniel E. O'Leary;reference/wiley/OLeary08
Vijay Gandhi;reference/wiley/GandhiKS08
James M. Kang;reference/wiley/GandhiKS08
Shashi Shekhar;reference/wiley/GandhiKS08
Carol S. Smidts;reference/wiley/SmidtsA08
Stephen Arndt;reference/wiley/SmidtsA08
Laurene V. Fausett;reference/wiley/Fausett08
John Grant;reference/wiley/GrantM08
Jack Minker;reference/wiley/GrantM08
Martti Juhola;reference/wiley/Juhola08
Peter J. Denning;reference/wiley/Denning08k
Rajeev Ramanath;reference/wiley/RamanathD08
Mark S. Drew;reference/wiley/RamanathD08
Eric Quinnell;reference/wiley/QuinnellJ08
Earl E. Swartzlander Jr.;reference/wiley/QuinnellJ08
Andrew J. Kornecki;reference/wiley/Kornecki08
Peter J. Denning;reference/wiley/Denning08e
Ronald K. Maier;reference/wiley/Maier08
John F. Dillenburg;reference/wiley/DillenburgN08
Peter C. Nelson;reference/wiley/DillenburgN08
Wayne Patterson;reference/wiley/Patterson08
R. Manmatha;reference/wiley/Manmatha08
Devendra P. Garg;reference/wiley/GargK08
Manish Kumar;reference/wiley/GargK08
Vijay K. Garg;reference/wiley/GargM08
Neeraj Mittal;reference/wiley/GargM08
Santosh Kumar 0001;reference/wiley/KumarW08
Lan Wang;reference/wiley/KumarW08
Peter J. Denning;reference/wiley/Denning08b
Naryanan Subramanian;reference/wiley/Subramanian08
Rajeev Ramanath;reference/wiley/RamanathD08a
Mark S. Drew;reference/wiley/RamanathD08a
David K. Y. Yau;reference/wiley/Yau08
Michael J. Flynn;reference/wiley/Flynn08
Sukumar Kamalasadan;reference/wiley/KamalasadanA08
Khalid S. Al-Olimat;reference/wiley/KamalasadanA08
Mohammed Samaka;reference/wiley/SamakaK08
Khaled Md. Khan;reference/wiley/SamakaK08
James F. Peters;reference/wiley/PetersP08
Witold Pedrycz;reference/wiley/PetersP08
Luqi;reference/wiley/Zhang08
Lin Zhang 0008;reference/wiley/Zhang08
Minos N. Garofalakis;reference/wiley/GarofalakisP08
Neoklis Polyzotis;reference/wiley/GarofalakisP08
Dominique Laurent;reference/wiley/Laurent08
Qingping Lin;reference/wiley/LinZ08
Liang Zhang 0024;reference/wiley/LinZ08
J. Mark Pullen;reference/wiley/PullenM08
J. Goodlett McDaniel;reference/wiley/PullenM08
Taghi M. Khoshgoftaar;reference/wiley/KhoshgoftaarS08
Naeem Seliya;reference/wiley/KhoshgoftaarS08
Adam Dunkels;reference/wiley/Dunkels08
Laurence A. Wolsey;reference/wiley/Wolsey08
Alper Yilmaz;reference/wiley/Yilmaz08a
J. Raul Ramirez;reference/wiley/Ramirez08
K. C. Hui;reference/wiley/Hui08a
Sanja Vranes;reference/wiley/Vranes08
Dominikus Herzberg;reference/wiley/HerzbergR08
Tim Reichert;reference/wiley/HerzbergR08
Henry Muccini;reference/wiley/Muccini08
Jean Marie Chesneaux;reference/wiley/ChesneauxGJ08
Stef Graillat;reference/wiley/ChesneauxGJ08
Fabienne Jézéquel;reference/wiley/ChesneauxGJ08
David Chenho Kung;reference/wiley/KungZ08
Hong Zhu 0002;reference/wiley/KungZ08
Joseph J. LaViola Jr.;reference/wiley/LaViola08
Hyong Sop Shim;reference/wiley/ShimPL08
Atul Prakash;reference/wiley/ShimPL08
Jang Ho Lee;reference/wiley/ShimPL08
Atilla Eryilmaz;reference/wiley/Eryilmaz08
Allan Hanbury;reference/wiley/Hanbury08
Qing Li 0001;reference/wiley/LiWN08
Xiao Wu 0001;reference/wiley/LiWN08
Chong-Wah Ngo;reference/wiley/LiWN08
Avik Sinha;reference/wiley/SinhaY08
Cemal Yilmaz;reference/wiley/SinhaY08
Wolfgang Faber 0001;reference/wiley/FaberLR08
Nicola Leone;reference/wiley/FaberLR08
Francesco Ricca;reference/wiley/FaberLR08
Noa Ragonis;reference/wiley/Ragonis08
Willis K. King;reference/wiley/King08
Deepankar Medhi;reference/wiley/Medhi08
Steve Graham;reference/wiley/GrahamFL08
Xinwen Fu;reference/wiley/GrahamFL08
Bin Lu;reference/wiley/GrahamFL08
Stathis S. Leondopulos;reference/wiley/LeondopulosM08
Evangelia Micheli-Tzanakou;reference/wiley/LeondopulosM08
Jarkko Kari;reference/wiley/Kari08
S. N. Piramanayagam;reference/wiley/Piramanayagam08
João W. Cangussu;reference/wiley/CangussuCMM08
Kai-Yuan Cai;reference/wiley/CangussuCMM08
Scott D. Miller;reference/wiley/CangussuCMM08
Aditya P. Mathur;reference/wiley/CangussuCMM08
Peter J. Denning;reference/wiley/Denning08
Jozef Gruska;reference/wiley/Gruska08
Jan Lindström;reference/wiley/Lindstrom08
Bin Wang 0002;reference/wiley/Wang08
Annie A. M. Cuyt;reference/wiley/Cuyt08
Paul G. Ranky;reference/wiley/RankyRR08
Gregory N. Ranky;reference/wiley/RankyRR08
Mick F. Ranky;reference/wiley/RankyRR08
Y. Zhang;reference/wiley/ZhangJL08
X. Jia;reference/wiley/ZhangJL08
Victor C. S. Lee;reference/wiley/ZhangJL08
Kinji Mori;reference/wiley/Mori08
Luciano Colombo;reference/wiley/Colombo08
Donald D. Cowan;reference/wiley/CowanA08
Paulo S. C. Alencar;reference/wiley/CowanA08
Soo Dong Kim;reference/wiley/Kim08
Hossein Arsham;reference/wiley/Arsham08
Bruce L. Mann;reference/wiley/Mann08
Bernd A. Berg;reference/wiley/BergB08
Alain Billoire;reference/wiley/BergB08
Kien A. Hua;reference/wiley/HuaT08
Wallapak Tavanapong;reference/wiley/HuaT08
Carlos A. S. Oliveira;reference/wiley/OliveiraPP08
Panos M. Pardalos;reference/wiley/OliveiraPP08
Oleg A. Prokopyev;reference/wiley/OliveiraPP08
Avery Ching;reference/wiley/ChingCNLC08
Kenin Coloma;reference/wiley/ChingCNLC08
Arifa Nisar;reference/wiley/ChingCNLC08
Wei-keng Liao;reference/wiley/ChingCNLC08
Alok N. Choudhary;reference/wiley/ChingCNLC08
Gheorghe Paun;reference/wiley/Paun08
Dimitris C. Dracopoulos;reference/wiley/Dracopoulos08
Bruce W. Bomar;reference/wiley/Bomar08
Ariel Tankus;reference/wiley/TankusSY08
Nir A. Sochen;reference/wiley/TankusSY08
Yehezkel Yeshurun;reference/wiley/TankusSY08
Louise E. Moser;reference/wiley/MoserM08
P. M. Melliar-Smith;reference/wiley/MoserM08
Christiane Linster;reference/cn/LinsterC14
Thomas A. Cleland;reference/cn/LinsterC14
Jeffrey M. Yau;reference/cn/Yau14
Nicolas Brunel;reference/cn/BrunelH14a
Vincent Hakim;reference/cn/BrunelH14a
Kim T. Blackwell;reference/cn/Blackwell14
Auke Jan Ijspeert;reference/cn/IjspeertC14
Jean-Marie Cabelguen;reference/cn/IjspeertC14
Paul Miller 0001;reference/cn/Miller14a
William Erik Sherwood;reference/cn/Sherwood14a
David C. Sterratt;reference/cn/Sterratt14
Qiushi Ren;reference/cn/Ren14
Simon R. Schultz;reference/cn/SchultzIP14
Robin A. A. Ince;reference/cn/SchultzIP14
Stefano Panzeri;reference/cn/SchultzIP14
Dong Song;reference/cn/SongB14
Theodore W. Berger;reference/cn/SongB14
Tomasz G. Smolinski;reference/cn/Smolinski14a
David S. Freedman;reference/cn/FreedmanST14
Mesut Sahin;reference/cn/FreedmanST14
Bruce C. Towe;reference/cn/FreedmanST14
David Papo;reference/cn/PapoBB14
Javier M. Buldú;reference/cn/PapoBB14
Stefano Boccaletti;reference/cn/PapoBB14
Amy L. Orsborn;reference/cn/OrsbornC14
Jose M. Carmena;reference/cn/OrsbornC14
Philipp Schwedhelm;reference/cn/SchwedhelmT14
Stefan Treue;reference/cn/SchwedhelmT14
James D. Weiland;reference/cn/Weiland14a
Padraig Gleeson;reference/cn/Gleeson14a
Boris S. Gutkin;reference/cn/Gutkin14
Christiane Linster;reference/cn/Linster14a
David M. Fox;reference/cn/FoxRN14
Horacio G. Rotstein;reference/cn/FoxRN14
Farzan Nadim;reference/cn/FoxRN14
Michael L. Hines;reference/cn/HinesC14a
Ted Carnevale;reference/cn/HinesC14a
John Bekkers;reference/cn/Bekkers14
Cengiz Günay;reference/cn/Gunay14
Daniel Pressnitzer;reference/cn/PressnitzerAS14
Trevor R. Agus;reference/cn/PressnitzerAS14
Clara Suied;reference/cn/PressnitzerAS14
Simon M. Danner;reference/cn/DannerHM14
Ursula S. Hofstoetter;reference/cn/DannerHM14
Karen Minassian;reference/cn/DannerHM14
Jonathan Rubin;reference/cn/Rubin14
Samuel A. Neymotin;reference/cn/NeymotinTML14
Zachary Taxin;reference/cn/NeymotinTML14
Ashutosh Mohan;reference/cn/NeymotinTML14
Peter Lipton;reference/cn/NeymotinTML14
Axel Hutt;reference/cn/Hutt14a
