author;id_publication
Junji Ito;reference/cn/Ito14
Roemer van der Meij;reference/cn/MeijS14
Jan-Mathijs Schoffelen;reference/cn/MeijS14
Sonja A. Kotz;reference/cn/Kotz14
Barbara J. Knowlton;reference/cn/Knowlton14
Yoonsuck Choe;reference/cn/Choe14d
Horacio G. Rotstein;reference/cn/Rotstein14
Alain Destexhe;reference/cn/Destexhe14c
Amitabha Bose;reference/cn/Bose14
Susan L. Denham;reference/cn/Denham14
Ingo Bojak;reference/cn/BojakB14
Michael Breakspear;reference/cn/BojakB14
Quentin J. M. Huys;reference/cn/HuysCS14
Anthony Cruickshank;reference/cn/HuysCS14
Peggy Seriès;reference/cn/HuysCS14
Steven M. Baer;reference/cn/Baer14
Holger G. Krapp;reference/cn/Krapp14
Claudia Clopath;reference/cn/Clopath14
Michael C. Gastpar;reference/cn/Gastpar14
David T. J. Liley;reference/cn/Liley14
Steven A. Prescott;reference/cn/Prescott14c
Niraj Dudani;reference/cn/DudaniBR14
Upinder S. Bhalla;reference/cn/DudaniBR14
Subhasis Ray;reference/cn/DudaniBR14
Damián Oliva;reference/cn/Oliva14
Thomas P. Wellings;reference/cn/WellingsBL14
Alan M. Brichta;reference/cn/WellingsBL14
Rebecca Lim;reference/cn/WellingsBL14
Vassilis Cutsuridis;reference/cn/Cutsuridis14
Markus A. Dahlem;reference/cn/Dahlem14
Jan W. H. Schnupp;reference/cn/Schnupp14
Jonas Braasch;reference/cn/Braasch14
Alexey Kuznetsov 0002;reference/cn/KuznetsovG14
Boris S. Gutkin;reference/cn/KuznetsovG14
J. Barry Richmond;reference/cn/Richmond14
William Gibson;reference/cn/Gibson14
Ulrik R. Beierholm;reference/cn/Beierholm14
Christopher K. Hauser;reference/cn/HauserS14
Emilio Salinas;reference/cn/HauserS14
Armin Fuchs;reference/cn/Fuchs14
Viktor K. Jirsa;reference/cn/Jirsa14a
Sophie Denève;reference/cn/Deneve14
Roland Potthast;reference/cn/Potthast14a
Walter Senn;reference/cn/SennP14
Jean-Pascal Pfister;reference/cn/SennP14
Alain Destexhe;reference/cn/Destexhe14d
V. Srinivasa Chakravarthy;reference/cn/ChakravarthyB14
Pragathi Priyadharsini Balasubramani;reference/cn/ChakravarthyB14
Mitchell Roslin;reference/cn/RoslinB14
Andrew Brownlee;reference/cn/RoslinB14
Patrick Roberts;reference/cn/Roberts14a
Joaquín J. Torres;reference/cn/Torres14
Scott Lempka;reference/cn/LempkaM14
André Machado;reference/cn/LempkaM14
Sorinel Adrian Oprisan;reference/cn/Oprisan14
Justin Lieber;reference/cn/Lieber14
Matthias H. Hennig;reference/cn/Hennig14a
Jonathan Rubin;reference/cn/RubinM14
Cameron C. McIntyre;reference/cn/RubinM14
Rebecca Lim;reference/cn/LimWB14
Thomas P. Wellings;reference/cn/LimWB14
Alan M. Brichta;reference/cn/LimWB14
Werner Van Geit;reference/cn/Geit14
Mukesh Dhamala;reference/cn/Dhamala14
Robert E. Kass;reference/cn/Kass14
Samuel J. Gershman;reference/cn/Gershman14
Matthew Ward;reference/cn/Ward14
Andrew Sharott;reference/cn/Sharott14
Frederick A. A. Kingdom;reference/cn/Kingdom14
Padraig Gleeson;reference/cn/GleesonSC14
Angus Silver;reference/cn/GleesonSC14
Matteo Cantarelli;reference/cn/GleesonSC14
Paul Masset;reference/cn/MassetK14
Ádám Kepecs;reference/cn/MassetK14
Rosalyn J. Moran;reference/cn/Moran14
Wilson Truccolo;reference/cn/Truccolo14
Mohamed N. Abdelghani;reference/cn/AbdelghaniAJ14
James J. Abbas;reference/cn/AbdelghaniAJ14
Ranu Jung;reference/cn/AbdelghaniAJ14
Ian S. Curthoys;reference/cn/CurthoysM14
Hamish G. MacDougall;reference/cn/CurthoysM14
Bruce Graham;reference/cn/Graham14a
Daniel T. Gillespie;reference/cn/Gillespie14
Michael C. Schubert;reference/cn/Schubert14
Dominique Engel;reference/cn/Engel14
Sébastien Joucla;reference/cn/JouclaY14
Blaise Yvert;reference/cn/JouclaY14
Maxim Bazhenov;reference/cn/BazhenovS14
Mark Stopfer;reference/cn/BazhenovS14
Gaute T. Einevoll;reference/cn/EinevollH14
Geir Halnes;reference/cn/EinevollH14
Steven L. Bressler;reference/cn/Bressler14
Emilio Salinas;reference/cn/Salinas14
Nada Yousif;reference/cn/Yousif14
Zhe Chen 0001;reference/cn/ChenB14
Emery N. Brown;reference/cn/ChenB14
David J. Schulz;reference/cn/Schulz14
Thomas R. Knösche;reference/cn/Knosche14
Stephen J. Eglen;reference/cn/Eglen14
Tohru Ozaki;reference/cn/Ozaki14
Zachary P. Kilpatrick;reference/cn/Kilpatrick14
Michael Hucka;reference/cn/Hucka14
Volker Dürr;reference/cn/DurrK14
André Frank Krause;reference/cn/DurrK14
Thomas R. Knösche;reference/cn/Knosche14a
Hualou Liang;reference/cn/Liang14
William R. Holmes;reference/cn/Holmes14
Ruchi Parekh;reference/cn/ParekhA14
Giorgio A. Ascoli;reference/cn/ParekhA14
Wyeth Bair;reference/cn/Bair14
Marijn van Wingerden;reference/cn/WingerdenK14
Tobias Kalenscher;reference/cn/WingerdenK14
Ari Berkowitz;reference/cn/Berkowitz14
Gianluigi Mongillo;reference/cn/Mongillo14
Dominique M. Durand;reference/cn/Durand14
Arthur Leblois;reference/cn/LebloisD14
Ran Darshan;reference/cn/LebloisD14
Alain Destexhe;reference/cn/Destexhe14
Sylvain Baillet;reference/cn/Baillet14
Shankar Vallabhajosula;reference/cn/Vallabhajosula14
Thomas J. Anastasio;reference/cn/Anastasio14
Amitabha Bose;reference/cn/BoseN14
Farzan Nadim;reference/cn/BoseN14
Jianhong Wu;reference/cn/WuCB14
Sue Ann Campbell;reference/cn/WuCB14
Jacques Bélair;reference/cn/WuCB14
Viktor K. Jirsa;reference/cn/Jirsa14
Huei-Fang Yang;reference/cn/Yang14
Mihail Bota;reference/cn/Bota14
Patrick Degenaar;reference/cn/DegenaarB14
John Barrett;reference/cn/DegenaarB14
Lars Schwabe;reference/cn/Schwabe14
Sharmila Venugopal;reference/cn/Venugopal14a
Ian M. Devonshire;reference/cn/DevonshireZB14
Ying Zheng;reference/cn/DevonshireZB14
Jason Berwick;reference/cn/DevonshireZB14
David Beeman;reference/cn/Beeman14
Joël Tabak;reference/cn/TabakWO14
Peter Wenner;reference/cn/TabakWO14
Michael J. O'Donovan;reference/cn/TabakWO14
Katie A. Ferguson;reference/cn/FergusonS14
Frances K. Skinner;reference/cn/FergusonS14
Robert Rosenbaum;reference/cn/Rosenbaum14
Gregor Schöner;reference/cn/SchonerN14
Eva Nowak;reference/cn/SchonerN14
Annaelle Devergnas;reference/cn/DevergnasW14
Thomas Wichmann;reference/cn/DevergnasW14
Chenkai Dai;reference/cn/DaiS14
Charles C. Della Santina;reference/cn/DaiS14
Costas A. Anastassiou;reference/cn/Anastassiou14
Addolorata Marasco;reference/cn/MarascoM14
Michele Migliore;reference/cn/MarascoM14
Tristan T. Nakagawa;reference/cn/NakagawaD14
Gustavo Deco;reference/cn/NakagawaD14
A. V. Olifer;reference/cn/Olifer14
Victor Matveev;reference/cn/Matveev14a
Steven A. Prescott;reference/cn/Prescott14b
Brian S. Blais;reference/cn/Blais14
William W. Lytton;reference/cn/Lytton14
Manuel S. Malmierca;reference/cn/Malmierca14
Ingo Bojak;reference/cn/Bojak14
Joana Cabral;reference/cn/CabralD14
Gustavo Deco;reference/cn/CabralD14
Dejan Zecevic;reference/cn/ZecevicP14
Marko Popovic;reference/cn/ZecevicP14
Zhe Chen 0001;reference/cn/ChenB14a
Emery N. Brown;reference/cn/ChenB14a
Brian Hillen;reference/cn/HillenJ14
Ranu Jung;reference/cn/HillenJ14
Adam N. Sanborn;reference/cn/Sanborn14
Shun-ichi Amari;reference/cn/Amari14
Arjun Bharioke;reference/cn/BhariokeSCM14
Louis K. Scheffer;reference/cn/BhariokeSCM14
Dmitri B. Chklovskii;reference/cn/BhariokeSCM14
Ian A. Meinertzhagen;reference/cn/BhariokeSCM14
Sarah Feldt Muldoon;reference/cn/Muldoon14
Tay Netoff;reference/cn/Netoff14
Vijayalakshmi Chelliah;reference/cn/ChelliahJLHN14
Nick S. Juty;reference/cn/ChelliahJLHN14
Camille Laibe;reference/cn/ChelliahJLHN14
Henning Hermjakob;reference/cn/ChelliahJLHN14
Nicolas Le Novère;reference/cn/ChelliahJLHN14
Yury P. Gerasimenko;reference/cn/GerasimenkoE14
Victor Reggie Edgerton;reference/cn/GerasimenkoE14
Barbara G. Shinn-Cunningham;reference/cn/Shinn-Cunningham14
Robin A. A. Ince;reference/cn/IncePS14
Stefano Panzeri;reference/cn/IncePS14
Simon R. Schultz;reference/cn/IncePS14
Padraig Gleeson;reference/cn/Gleeson14
Jan Benda;reference/cn/BendaT14
Joël Tabak;reference/cn/BendaT14
Rafal Bogacz;reference/cn/Bogacz14a
Nigel H. Lovell;reference/cn/Lovell14
Guo-Shi Li;reference/cn/Li14
Angela J. Yu;reference/cn/Yu14
Arthur Prochazka;reference/cn/Prochazka14
Jeanette Hellgren Kotaleski;reference/cn/Kotaleski14
Marion Murray;reference/cn/Murray14
Thomas Nowotny;reference/cn/NowotnyM14
Vincenzo Marra;reference/cn/NowotnyM14
Jorge J. Riera;reference/cn/Riera14
Martin Egelhaaf;reference/cn/Egelhaaf14
Sharmila Venugopal;reference/cn/Venugopal14b
Marije ter Wal;reference/cn/WalT14
Paul H. E. Tiesinga;reference/cn/WalT14
Ariana Frederick;reference/cn/FrederickBC14
Jonathan Bourget-Murray;reference/cn/FrederickBC14
Richard Courtemanche;reference/cn/FrederickBC14
Israel Nelken;reference/cn/Nelken14
Paul Miller 0001;reference/cn/Miller14
Michiel W. H. Remme;reference/cn/Remme14
Tommy Yu;reference/cn/YuBNHN14
Randall D. Britten;reference/cn/YuBNHN14
David P. Nickerson;reference/cn/YuBNHN14
Peter J. Hunter;reference/cn/YuBNHN14
Poul M. F. Nielsen;reference/cn/YuBNHN14
Marcus Kaiser;reference/cn/Kaiser14
Wafa Soofi;reference/cn/Soofi14
Almut Branner;reference/cn/Branner14
Victor Matveev;reference/cn/Matveev14
Matthew T. Harrison;reference/cn/Harrison14
Benoît Girard 0001;reference/cn/Girard14
Rembrandt Bakker;reference/cn/BakkerD14
Markus Diesmann;reference/cn/BakkerD14
David C. Sterratt;reference/cn/Sterratt14a
Swee T. Aw;reference/cn/Aw14
Moira L. Steyn-Ross;reference/cn/Steyn-RossSS14a
D. Alistair Steyn-Ross;reference/cn/Steyn-RossSS14a
Jamie W. Sleigh;reference/cn/Steyn-RossSS14a
Anne Beuter;reference/cn/Beuter14
John E. Lewis;reference/cn/Lewis14a
Gerold Baier;reference/cn/BaierM14
John Milton;reference/cn/BaierM14
William R. Holmes;reference/cn/Holmes14d
Kim T. Blackwell;reference/cn/Blackwell14b
Leslie M. Kay;reference/cn/Kay14
Quentin J. M. Huys;reference/cn/Huys14
Richard Naud;reference/cn/Naud14
Robert J. Butera;reference/cn/ButeraM14
Kendall Morris;reference/cn/ButeraM14
Angela J. Yu;reference/cn/Yu14a
Robert Mill;reference/cn/Mill14
Michael Wehr;reference/cn/Wehr14
Yoonsuck Choe;reference/cn/Choe14c
Maria Victoria Sanchez-Vives;reference/cn/Sanchez-Vives14
Jakob H. Macke;reference/cn/Macke14
D. Alistair Steyn-Ross;reference/cn/Steyn-RossSS14
Moira L. Steyn-Ross;reference/cn/Steyn-RossSS14
Jamie W. Sleigh;reference/cn/Steyn-RossSS14
Jean-Marc Goaillard;reference/cn/Goaillard14
Mark D. Humphries;reference/cn/Humphries14
William R. Holmes;reference/cn/Holmes14f
G. Bard Ermentrout;reference/cn/ErmentroutB14
Vincent A. Billock;reference/cn/ErmentroutB14
Walter Senn;reference/cn/SennP14a
Jean-Pascal Pfister;reference/cn/SennP14a
Wei Wei;reference/cn/WeiW14
Xiao-Jing Wang;reference/cn/WeiW14
Stefan Kölsch;reference/cn/Kolsch14
Johan H. M. Frijns;reference/cn/FrijnsB14
Jeroen J. Briaire;reference/cn/FrijnsB14
Christian J. Sumner;reference/cn/SumnerM14
Robert Mill;reference/cn/SumnerM14
Mitch Frankel;reference/cn/Frankel14
Gennady S. Cymbalyuk;reference/cn/Cymbalyuk14
Ulrik R. Beierholm;reference/cn/Beierholm14a
C. Alejandro Párraga;reference/cn/Parraga14
Yifat Prut;reference/cn/Prut14
John W. Morley;reference/cn/MorleyC14
Morven A. Cameron;reference/cn/MorleyC14
William R. Holmes;reference/cn/Holmes14b
Jessica A. Cardin;reference/cn/Cardin14
Hans Ekkehard Plesser;reference/cn/PlesserDGM14
Markus Diesmann;reference/cn/PlesserDGM14
Marc-Oliver Gewaltig;reference/cn/PlesserDGM14
Abigail Morrison;reference/cn/PlesserDGM14
Paul B. Manis;reference/cn/Manis14
Frank Rattay;reference/cn/RattayDHM14
Simon M. Danner;reference/cn/RattayDHM14
Ursula S. Hofstoetter;reference/cn/RattayDHM14
Karen Minassian;reference/cn/RattayDHM14
Dagmar Waltemath;reference/cn/WaltemathN14
Nicolas Le Novère;reference/cn/WaltemathN14
Patrick D. Roberts;reference/cn/Roberts14c
Roger D. Traub;reference/cn/TraubW14
Miles A. Whittington;reference/cn/TraubW14
Alla Borisyuk;reference/cn/Borisyuk14a
John Langton;reference/cn/Langton14
Fidel Santamaría;reference/cn/Santamaria14
Dawai Li;reference/cn/LiC14
Nelson Cowan;reference/cn/LiC14
George B. Moody;reference/cn/Moody14
Karim G. Oweiss;reference/cn/Oweiss14
Lars Schwabe;reference/cn/Schwabe14a
Ilya Rybak;reference/cn/Rybak14
Susana R. Neves;reference/cn/Neves14
Biyu J. He;reference/cn/He14
Yoonsuck Choe;reference/cn/Choe14e
Bartosz Telenczuk;reference/cn/TelenczukD14
Alain Destexhe;reference/cn/TelenczukD14
Dan F. M. Goodman;reference/cn/GoodmanB14
Romain Brette;reference/cn/GoodmanB14
George L. Gerstein;reference/cn/Gerstein14a
Gordon M. Shepherd;reference/cn/ShepherdMMCCMMHM14
Thomas M. Morse;reference/cn/ShepherdMMCCMMHM14
Luis N. Marenco;reference/cn/ShepherdMMCCMMHM14
Kei-Hoi Cheung;reference/cn/ShepherdMMCCMMHM14
Ted Carnevale;reference/cn/ShepherdMMCCMMHM14
Michele Migliore;reference/cn/ShepherdMMCCMMHM14
Robert A. McDougal;reference/cn/ShepherdMMCCMMHM14
Michael L. Hines;reference/cn/ShepherdMMCCMMHM14
Perry L. Miller;reference/cn/ShepherdMMCCMMHM14
Andrei Gorea;reference/cn/Gorea14
Patrick Roberts;reference/cn/Roberts14
Tara Klassen;reference/cn/Klassen14
Miho Shidahara;reference/cn/ShidaharaWK14
Hiroshi Watabe;reference/cn/ShidaharaWK14
Iwao Kanno;reference/cn/ShidaharaWK14
Chung Tin;reference/cn/TinP14
Chi-Sang Poon;reference/cn/TinP14
Geoffrey J. Goodhill;reference/cn/Goodhill14
Marcus Kaiser;reference/cn/KaiserH14
Claus C. Hilgetag;reference/cn/KaiserH14
Sonja Grün;reference/cn/Grun14a
Michael P. Kilgard;reference/cn/Kilgard14
Enrique A. Lopez-Poveda;reference/cn/Lopez-Poveda14
Guillaume Drion;reference/cn/DrionPSS14
Fabian Philippart;reference/cn/DrionPSS14
Rodolphe Sepulchre;reference/cn/DrionPSS14
Vincent Seutin;reference/cn/DrionPSS14
Ivan Osorio;reference/cn/Osorio14
Islam S. Badreldin;reference/cn/BadreldinO14
Karim G. Oweiss;reference/cn/BadreldinO14
Alain Destexhe;reference/cn/Destexhe14a
William R. Holmes;reference/cn/Holmes14a
Stephanie R. Jones;reference/cn/Jones14a
Christiane Linster;reference/cn/Linster14
Thomas Serre;reference/cn/Serre14
Oleksandr V. Popovych;reference/cn/PopovychT14
Peter Alexander Tass;reference/cn/PopovychT14
Sergio Solinas;reference/cn/SolinasMS14
Stefano Masoli;reference/cn/SolinasMS14
Sathyaa Subramaniyam;reference/cn/SolinasMS14
Maxim Bazhenov;reference/cn/BazhenovK14
Giri P. Krishnan;reference/cn/BazhenovK14
Eberhart Zrenner;reference/cn/Zrenner14
Matthew F. Nolan;reference/cn/Nolan14
Sliman J. Bensmaia;reference/cn/Bensmaia14
Michael C. Riedel;reference/cn/RiedelRFUEFL14
Kimberly L. Ray;reference/cn/RiedelRFUEFL14
P. Mickle Fox;reference/cn/RiedelRFUEFL14
Angela M. Uecker;reference/cn/RiedelRFUEFL14
Simon B. Eickhoff;reference/cn/RiedelRFUEFL14
Peter T. Fox;reference/cn/RiedelRFUEFL14
Angela Marie Richmond Laird;reference/cn/RiedelRFUEFL14
Alain Destexhe;reference/cn/Destexhe14b
Yoonsuck Choe;reference/cn/Choe14b
Gislin Dagnelie;reference/cn/DagnelieS14
H. Christiaan Stronks;reference/cn/DagnelieS14
Mitsuo Kawato;reference/cn/Kawato14
Rafal Bogacz;reference/cn/Bogacz14
Robert E. Marc;reference/cn/Marc14
Ken Yoshida;reference/cn/Yoshida14
Victoria Booth;reference/cn/Booth14
Namrata Mohapatra;reference/cn/MohapatraDSJ14
Horace T. Deans;reference/cn/MohapatraDSJ14
Fidel Santamaría;reference/cn/MohapatraDSJ14
Peter Jedlicka;reference/cn/MohapatraDSJ14
Panayiota Poirazi;reference/cn/Poirazi14
Terrence R. Stanford;reference/cn/Stanford14
Alain Destexhe;reference/cn/DestexheG14
Joshua A. Goldberg;reference/cn/DestexheG14
Simon F. Giszter;reference/cn/GiszterKB14
Taegyo Kim;reference/cn/GiszterKB14
Almut Branner;reference/cn/GiszterKB14
Thomas R. Knösche;reference/cn/Knosche14b
Sharmila Venugopal;reference/cn/Venugopal14
Sliman Bensmaia;reference/cn/Bensmaia14a
Carmen C. Canavier;reference/cn/Canavier14
Andrew Davison;reference/cn/Davison14
Edward Paxon Frady;reference/cn/FradyK14
William B. Kristan Jr.;reference/cn/FradyK14
Jonathan D. Victor;reference/cn/Victor14
Stephan van Gils;reference/cn/GilsD14
Wim van Drongelen;reference/cn/GilsD14
Marc D. Binder;reference/cn/Binder14
R. Matthias Hennig;reference/cn/HennigR14
Bernhard Ronacher;reference/cn/HennigR14
Karthikeyan Balasubramanian;reference/cn/BalasubramanianH14
Nicholas G. Hatsopoulos;reference/cn/BalasubramanianH14
Carmen C. Canavier;reference/cn/Canavier14a
J. Matias Palva;reference/cn/Palva14
Michel Lemay;reference/cn/Lemay14
Leonel E. Medina;reference/cn/MedinaG14
Warren M. Grill;reference/cn/MedinaG14
Nicholas V. Swindale;reference/cn/Swindale14a
Fabrizio Gabbiani;reference/cn/Gabbiani14
Sonja Grün;reference/cn/Grun14
Louis M. Pecora;reference/cn/PecoraC14
Thomas L. Carroll;reference/cn/PecoraC14
Paul D. Yoo;reference/cn/Yoo14
George A. Tsianos;reference/cn/TsianosL14
Gerald E. Loeb;reference/cn/TsianosL14
Young-Hui Chang;reference/cn/Chang14
Gemma Huguet;reference/cn/HuguetR14
John Rinzel;reference/cn/HuguetR14
Michael O'Shea;reference/cn/OSheaHP14
Phil Husbands;reference/cn/OSheaHP14
Andrew Philippides;reference/cn/OSheaHP14
Randall D. Britten;reference/cn/Britten14
Jos J. Eggermont;reference/cn/Eggermont14
William R. Holmes;reference/cn/Holmes14e
Astrid A. Prinz;reference/cn/Prinz14
Michele Migliore;reference/cn/MiglioreM14
Thomas S. McTavish;reference/cn/MiglioreM14
Theoden I. Netoff;reference/cn/Netoff14b
Robin A. A. Ince;reference/cn/InceSP14
Simon R. Schultz;reference/cn/InceSP14
Stefano Panzeri;reference/cn/InceSP14
Matthias Bethge;reference/cn/Bethge14
Douglas M. Bowden;reference/cn/Bowden14
Andrew J. Oxenham;reference/cn/Oxenham14
Brendan Z. Allison;reference/cn/AllisonK14
Dean J. Krusienski;reference/cn/AllisonK14
David C. Sterratt;reference/cn/Sterratt14d
Christiane Linster;reference/cn/Linster14b
Scott Lempka;reference/cn/LempkaM14a
Cameron C. McIntyre;reference/cn/LempkaM14a
Stuart Edelstein;reference/cn/Edelstein14
Charles J. Wilson;reference/cn/WilsonF14
Michael A. Farries;reference/cn/WilsonF14
Kim T. Blackwell;reference/cn/Blackwell14c
Hermann Riecke;reference/cn/Riecke14
David Terman;reference/cn/Terman14
Matthew C. Tresch;reference/cn/TreschJ14
Devin L. Jindrich;reference/cn/TreschJ14
Claus C. Hilgetag;reference/cn/Hilgetag14
Ingo Bojak;reference/cn/Bojak14a
Robert Gütig;reference/cn/GutigS14
Haim Sompolinsky;reference/cn/GutigS14
Hugh R. Wilson;reference/cn/Wilson14
Peter Heil;reference/cn/Heil14
Thomas J. Anastasio;reference/cn/Anastasio14a
Frances K. Skinner;reference/cn/SkinnerF14
Katie A. Ferguson;reference/cn/SkinnerF14
Robert Cannon;reference/cn/Cannon14
Gregor Schöner;reference/cn/Schoner14
James M. Bower;reference/cn/BowerCB14
Hugo Cornelis;reference/cn/BowerCB14
David Beeman;reference/cn/BowerCB14
Douglas J. Weber;reference/cn/WeberW014
Brian Wodlinger;reference/cn/WeberW014
Wei Wang 0086;reference/cn/WeberW014
Hermann Cuntz;reference/cn/Cuntz14
Katie A. Ferguson;reference/cn/FergusonS14a
Frances K. Skinner;reference/cn/FergusonS14a
Jonathan Rubin;reference/cn/Rubin14a
Thomas A. Cleland;reference/cn/Cleland14
Sylvie Renaud;reference/cn/Renaud14
Johannes Schemmel;reference/cn/Schemmel14
Narendra Bhadra;reference/cn/Bhadra14
Raúl Guantes;reference/cn/GuantesAP14
Sara Arganda;reference/cn/GuantesAP14
Gonzalo G. de Polavieja;reference/cn/GuantesAP14
Shaul Druckmann;reference/cn/Druckmann14
Frances K. Skinner;reference/cn/Skinner14
Sean L. Hill;reference/cn/Hill14
Nima Mesgarani;reference/cn/Mesgarani14
Michael C. Gastpar;reference/cn/Gastpar14a
Romulo Fuentes;reference/cn/Fuentes14
Woodrow Shew;reference/cn/Shew14
Sonia Gasparini;reference/cn/GaspariniM14
Michele Migliore;reference/cn/GaspariniM14
William R. Holmes;reference/cn/Holmes14c
G. Bard Ermentrout;reference/cn/Ermentrout14
Kim T. Blackwell;reference/cn/BlackwellJ14
Joanna Jedrzejewska-Szmek;reference/cn/BlackwellJ14
Yu-Cheng Pei;reference/cn/Pei14
Tamara Kinzer-Ursem;reference/cn/Kinzer-Ursem14
Adam B. Barrett;reference/cn/BarrettS14
Anil K. Seth;reference/cn/BarrettS14
Michael L. Hines;reference/cn/HinesC14
Ted Carnevale;reference/cn/HinesC14
Claude Bédard;reference/cn/BedardD14
Alain Destexhe;reference/cn/BedardD14
Sylvain Saïghi;reference/cn/Saighi14
Mark S. Goldman;reference/cn/Goldman14
Geneviève Dupont;reference/cn/Dupont14
Joerg F. Hipp;reference/cn/Hipp14
Klaus Wimmer;reference/cn/Wimmer14
Stanley Heinze;reference/cn/Heinze14
Jorge J. Riera;reference/cn/Riera14a
Reinoud Maex;reference/cn/Maex14
Dana Cohen;reference/cn/Cohen14
Bernabé Linares-Barranco;reference/cn/Linares-BarrancoS14
Teresa Serrano-Gotarredona;reference/cn/Linares-BarrancoS14
D. Michael Ackermann Jr.;reference/cn/AckermannB14
Niloy Bhadra;reference/cn/AckermannB14
Franz Weber;reference/cn/WeberM14
